Table_Number,Year,Measure,Indigenous_Status,Law_Enforced,Court_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust cts,Aust
7A.29,2016-17,Judicial officers,All people,Criminal and civil,Magistrates' (excl. children's),,Judicial officers per 1000 finalisations,Criminal and Civil,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.3,0.4,0.3,0.3,0.5,0.5,0.8,0.8,..,0.4
7A.29,2016-17,Judicial officers,All people,Criminal and civil,Children's,,Judicial officers per 1000 finalisations,Criminal and Civil,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,1.4,0.5,0.4,0.6,0.7,1,2,0.9,..,0.7
7A.29,2015-16,Judicial officers,All people,Criminal,All criminal courts,,Judicial officers per 1000 finalisations,Criminal,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,0.8,0.7,0.5,0.6,0.9,0.7,1.8,1,..,0.7
7A.29,2015-16,Judicial officers,All people,Criminal,Supreme,,Judicial officers per 1000 finalisations,Criminal,Supreme courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,35.7,43,5.2,12.6,20.5,8.3,15.2,8.5,..,13.9
7A.29,2015-16,Judicial officers,All people,Criminal,District/county,,Judicial officers per 1000 finalisations,Criminal,District/county courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,3.5,8.2,4.4,8.9,5.9,..,..,..,..,5.2
7A.29,2015-16,Judicial officers,All people,Criminal,Magistrates' (excl. children's),,Judicial officers per 1000 finalisations,Criminal,,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),rate,0.5,0.5,0.3,0.3,0.6,0.5,1.1,0.7,..,0.4
7A.29,2015-16,Judicial officers,All people,Criminal,Children's,,Judicial officers per 1000 finalisations,Criminal,,Children's courts,,,Derived from State and territory court authorities and departments (unpublished),rate,1.4,0.1,0.3,0.4,0.4,1,1.4,0.8,..,0.4
7A.29,2015-16,Judicial officers,All people,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,Judicial officers per 1000 finalisations,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.6,0.9,0.5,0.7,0.7,0.7,0.8,1.3,..,0.7
7A.29,2015-16,Judicial officers,All people,Civil,Supreme,,Judicial officers per 1000 finalisations,Civil,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,4.6,5.8,3.6,5.6,5.6,3.7,3,14.4,..,5
7A.29,2015-16,Judicial officers,All people,Civil,District/county,,Judicial officers per 1000 finalisations,Civil,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,3.2,3,1.3,2,3,..,..,..,..,2.5
7A.29,2015-16,Judicial officers,All people,Civil,Magistrates' (excl. children's),,Judicial officers per 1000 finalisations,Civil,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.1,0.4,0.2,0.3,0.2,0.3,0.4,0.8,..,0.3
7A.29,2015-16,Judicial officers,All people,Civil,Children's,,Judicial officers per 1000 finalisations,Civil,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,1.5,1.5,0.5,1.3,1.2,0.9,2.8,0.9,..,1.3
7A.29,2015-16,Judicial officers,All people,Civil,Federal Court of Australia,,Judicial officers per 1000 finalisations,Civil,Federal Court of Australia,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,9.5,9.5
7A.29,2015-16,Judicial officers,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,Judicial officers per 1000 finalisations,Civil,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,1,..,..,..,..,na,na
7A.29,2015-16,Judicial officers,All people,Civil,FCFCOA (Division 2),,Judicial officers per 1000 finalisations,Civil,FCFCOA (Division 2),Non-family law matters,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,na,na
7A.29,2015-16,Judicial officers,All people,Civil,Coroners',,Judicial officers per 1000 finalisations,Civil,Coroners' courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.8,1.4,1.5,1.9,0.9,5.7,0.7,5.1,..,1.4
7A.29,2015-16,Judicial officers,All people,Criminal and civil,All criminal and civil courts,,Judicial officers per 1000 finalisations,Criminal and Civil,All criminal and civil courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.7,0.8,0.5,0.7,0.8,0.8,1.4,1.1,na,na
7A.29,2015-16,Judicial officers,All people,Criminal and civil,Supreme,,Judicial officers per 1000 finalisations,Criminal and Civil,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,6,7.8,4.2,6.9,9,5.3,6.6,10.1,..,6.5
7A.29,2015-16,Judicial officers,All people,Criminal and civil,District/county,,Judicial officers per 1000 finalisations,Criminal and Civil,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,3.4,5.3,3,4,4.6,..,..,..,..,3.9
7A.29,2015-16,Judicial officers,All people,Criminal and civil,Magistrates' (excl. children's),,Judicial officers per 1000 finalisations,Criminal and Civil,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.4,0.4,0.3,0.3,0.5,0.4,0.8,0.7,..,0.4
7A.29,2015-16,Judicial officers,All people,Criminal and civil,Children's,,Judicial officers per 1000 finalisations,Criminal and Civil,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,1.4,0.4,0.3,0.6,0.7,0.9,2,0.8,..,0.7
7A.29,2014-15,Judicial officers,All people,Criminal,All criminal courts,,Judicial officers per 1000 finalisations,Criminal,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,0.8,0.5,0.5,0.6,0.8,0.8,1.2,0.9,..,0.6
7A.29,2014-15,Judicial officers,All people,Criminal,Supreme,,Judicial officers per 1000 finalisations,Criminal,Supreme courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,21.8,38.2,6.3,12.6,23,8.7,11.1,7.9,..,13.7
7A.29,2014-15,Judicial officers,All people,Criminal,District/county,,Judicial officers per 1000 finalisations,Criminal,District/county courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,3.6,7.9,4.9,9.3,5.8,..,..,..,..,5.4
7A.29,2014-15,Judicial officers,All people,Criminal,Magistrates' (excl. children's),,Judicial officers per 1000 finalisations,Criminal,,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),rate,0.5,0.3,0.3,0.4,0.5,0.5,0.7,0.6,..,0.4
7A.29,2014-15,Judicial officers,All people,Criminal,Children's,,Judicial officers per 1000 finalisations,Criminal,,Children's courts,,,Derived from State and territory court authorities and departments (unpublished),rate,1.1,0.1,0.3,0.6,0.4,0.9,1.4,0.7,..,0.5
7A.29,2014-15,Judicial officers,All people,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,Judicial officers per 1000 finalisations,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.6,0.9,0.5,0.6,0.6,0.6,1,1.3,..,0.7
7A.29,2014-15,Judicial officers,All people,Civil,Supreme,,Judicial officers per 1000 finalisations,Civil,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,4.8,5.5,4.3,6.2,5.3,3.3,3.4,14.4,..,5.1
7A.29,2014-15,Judicial officers,All people,Civil,District/county,,Judicial officers per 1000 finalisations,Civil,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,3.8,2.9,1.3,2.1,2.4,..,..,..,..,2.6
7A.29,2014-15,Judicial officers,All people,Civil,Magistrates' (excl. children's),,Judicial officers per 1000 finalisations,Civil,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.1,0.4,0.2,0.2,0.2,0.3,0.7,0.8,..,0.2
7A.29,2014-15,Judicial officers,All people,Civil,Children's,,Judicial officers per 1000 finalisations,Civil,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,1.3,1.5,0.6,0.4,1.3,0.8,0.7,0.8,..,1.1
7A.29,2014-15,Judicial officers,All people,Civil,Federal Court of Australia,,Judicial officers per 1000 finalisations,Civil,Federal Court of Australia,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,14.1,14.1
7A.29,2014-15,Judicial officers,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,Judicial officers per 1000 finalisations,Civil,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,1,..,..,..,..,na,na
7A.29,2014-15,Judicial officers,All people,Civil,FCFCOA (Division 2),,Judicial officers per 1000 finalisations,Civil,FCFCOA (Division 2),Non-family law matters,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,na,na
7A.29,2014-15,Judicial officers,All people,Civil,Coroners',,Judicial officers per 1000 finalisations,Civil,Coroners' courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.8,1.3,1.7,2,0.8,4.9,0.9,5.7,..,1.4
7A.29,2014-15,Judicial officers,All people,Criminal and civil,All criminal and civil courts,,Judicial officers per 1000 finalisations,Criminal and Civil,All criminal and civil courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.7,0.6,0.5,0.7,0.8,0.8,1.1,1.1,na,na
7A.29,2014-15,Judicial officers,All people,Criminal and civil,Supreme,,Judicial officers per 1000 finalisations,Criminal and Civil,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.7,7.5,4.9,7.4,8.8,5,6,10,..,6.5
7A.29,2014-15,Judicial officers,All people,Criminal and civil,District/county,,Judicial officers per 1000 finalisations,Criminal and Civil,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,3.7,5.1,3.2,4.1,4,..,..,..,..,4
7A.29,2014-15,Judicial officers,All people,Criminal and civil,Magistrates' (excl. children's),,Judicial officers per 1000 finalisations,Criminal and Civil,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.4,0.3,0.3,0.3,0.4,0.5,0.7,0.7,..,0.3
7A.29,2014-15,Judicial officers,All people,Criminal and civil,Children's,,Judicial officers per 1000 finalisations,Criminal and Civil,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,1.2,0.4,0.4,0.6,0.6,0.9,1.3,0.7,..,0.6
7A.29,2013-14,Judicial officers,All people,Criminal,All criminal courts,,Judicial officers per 1000 finalisations,Criminal,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,0.8,0.6,0.5,0.7,0.8,0.9,1,0.9,..,0.7
7A.29,2013-14,Judicial officers,All people,Criminal,Supreme,,Judicial officers per 1000 finalisations,Criminal,Supreme courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,26.9,37.6,8,10,21,9.3,9.3,10.6,..,14.7
7A.29,2013-14,Judicial officers,All people,Criminal,District/county,,Judicial officers per 1000 finalisations,Criminal,District/county courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,3.5,7.8,4.9,9.2,5.8,..,..,..,..,5.3
7A.29,2013-14,Judicial officers,All people,Criminal,Magistrates' (excl. children's),,Judicial officers per 1000 finalisations,Criminal,,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),rate,0.6,0.3,0.3,0.5,0.4,0.7,0.6,0.6,..,0.4
7A.29,2013-14,Judicial officers,All people,Criminal,Children's,,Judicial officers per 1000 finalisations,Criminal,,Children's courts,,,Derived from State and territory court authorities and departments (unpublished),rate,1.2,0.1,0.3,0.6,0.7,0.8,1.1,0.7,..,0.5
7A.29,2013-14,Judicial officers,All people,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,Judicial officers per 1000 finalisations,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.6,0.8,0.5,0.6,0.6,0.6,1,1.2,..,0.7
7A.29,2013-14,Judicial officers,All people,Civil,Supreme,,Judicial officers per 1000 finalisations,Civil,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,4.8,5.5,3.7,6.9,5.5,2.8,3.1,17.8,..,5
7A.29,2013-14,Judicial officers,All people,Civil,District/county,,Judicial officers per 1000 finalisations,Civil,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,3.5,3.1,1.2,2,1.7,..,..,..,..,2.5
7A.29,2013-14,Judicial officers,All people,Civil,Magistrates' (excl. children's),,Judicial officers per 1000 finalisations,Civil,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.2,0.3,0.2,0.2,0.3,0.2,0.6,0.7,..,0.2
7A.29,2013-14,Judicial officers,All people,Civil,Children's,,Judicial officers per 1000 finalisations,Civil,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,1.2,1.7,0.6,0.5,0.8,2.2,0.7,0.8,..,1.2
7A.29,2013-14,Judicial officers,All people,Civil,Federal Court of Australia,,Judicial officers per 1000 finalisations,Civil,Federal Court of Australia,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,10.9,10.9
7A.29,2013-14,Judicial officers,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,Judicial officers per 1000 finalisations,Civil,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,1,..,..,..,..,na,na
7A.29,2013-14,Judicial officers,All people,Civil,FCFCOA (Division 2),,Judicial officers per 1000 finalisations,Civil,FCFCOA (Division 2),Non-family law matters,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,na,na
7A.29,2013-14,Judicial officers,All people,Civil,Coroners',,Judicial officers per 1000 finalisations,Civil,Coroners' courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.8,1.2,1.6,1.6,1,0.7,0.7,4.4,..,1.2
7A.29,2013-14,Judicial officers,All people,Criminal and civil,All criminal and civil courts,,Judicial officers per 1000 finalisations,Criminal and Civil,All criminal and civil courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.7,0.7,0.5,0.7,0.7,0.8,1,1,na,na
7A.29,2013-14,Judicial officers,All people,Criminal and civil,Supreme,,Judicial officers per 1000 finalisations,Criminal and Civil,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.7,7.4,4.7,7.6,8.5,4.6,5.3,13.3,..,6.4
7A.29,2013-14,Judicial officers,All people,Criminal and civil,District/county,,Judicial officers per 1000 finalisations,Criminal and Civil,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,3.5,5.2,3.1,4.1,3.6,..,..,..,..,3.9
7A.29,2013-14,Judicial officers,All people,Criminal and civil,Magistrates' (excl. children's),,Judicial officers per 1000 finalisations,Criminal and Civil,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,0.4,0.3,0.3,0.4,0.4,0.5,0.6,0.6,..,0.4
7A.29,2013-14,Judicial officers,All people,Criminal and civil,Children's,,Judicial officers per 1000 finalisations,Criminal and Civil,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,1.2,0.5,0.4,0.5,0.7,1.1,1,0.7,..,0.7
7A.30,2022-23,Full-time equivalent staff,All people,Criminal,All criminal courts,,Full-time equivalent staff per 1000 finalisations,All criminal staff,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,6.4,6.3,4.3,4.9,9.8,5.9,12.3,7,..,5.9
7A.30,2022-23,Full-time equivalent staff,All people,Criminal,Supreme,,Full-time equivalent staff per 1000 finalisations,All criminal staff,Supreme courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,229.5,238.7,27.3,135.1,136.8,62.9,148.4,51,..,86.3
7A.30,2022-23,Full-time equivalent staff,All people,Criminal,District/county,,Full-time equivalent staff per 1000 finalisations,All criminal staff,District/county courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,47.4,79.9,24.8,68.1,70.4,..,..,..,..,49.5
7A.30,2022-23,Full-time equivalent staff,All people,Criminal,Magistrates' (excl. children's),,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),rate,3.9,4.2,3.1,2.6,6.5,3.8,6.5,4.8,..,3.8
7A.30,2022-23,Full-time equivalent staff,All people,Criminal,Children's,,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Children's courts,,,Derived from State and territory court authorities and departments (unpublished),rate,5.8,3.5,4.2,3.4,4.4,2.9,11.3,4.8,..,4.3
7A.30,2022-23,Full-time equivalent staff,All people,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,Full-time equivalent staff per 1000 finalisations,All civil staff,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,6.5,10.3,5.8,7.9,8.9,7.3,16.8,7.4,..,7.8
7A.30,2022-23,Full-time equivalent staff,All people,Civil,Supreme,,Full-time equivalent staff per 1000 finalisations,All civil staff,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,37.8,58.9,31.9,66.8,34.9,37.8,64.7,56,..,46
7A.30,2022-23,Full-time equivalent staff,All people,Civil,District/county,,Full-time equivalent staff per 1000 finalisations,All civil staff,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,15,29.9,15.8,5.4,30.4,..,..,..,..,17.2
7A.30,2022-23,Full-time equivalent staff,All people,Civil,Magistrates' (excl. children's),,Full-time equivalent staff per 1000 finalisations,All civil staff,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,3.9,4.2,3.4,5.4,4,3.4,8.8,4.5,..,4.1
7A.30,2022-23,Full-time equivalent staff,All people,Civil,Children's,,Full-time equivalent staff per 1000 finalisations,All civil staff,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,6.5,21.3,3.9,3.7,18,6.8,16.9,11,..,10.3
7A.30,2022-23,Full-time equivalent staff,All people,Civil,Federal Court of Australia,,Full-time equivalent staff per 1000 finalisations,All civil staff,Federal Court of Australia,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,92.9,92.9
7A.30,2022-23,Full-time equivalent staff,All people,Civil,Family,,Full-time equivalent staff per 1000 finalisations,All civil staff,WA Family court,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,10.3,..,..,..,..,..,10.3
7A.30,2022-23,Full-time equivalent staff,All people,Civil,FCFCOA (Division 1) and FCFCOA (Division 2),,Full-time equivalent staff per 1000 finalisations,All civil staff,FCFCOA (Division 1) and FCFCOA (Division 2),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,8.7,8.7
7A.30,2022-23,Full-time equivalent staff,All people,Civil,Coroners',,Full-time equivalent staff per 1000 finalisations,All civil staff,Coroners' courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,6.7,15.8,13.3,9.9,8.3,8.9,47.3,21.8,..,11.5
7A.30,2022-23,Full-time equivalent staff,All people,Criminal and civil,All criminal and civil courts,,Full-time equivalent staff per 1000 finalisations,Total criminal and civil staff,All criminal and civil courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,6.4,8,4.9,6.4,9.5,6.4,14.7,7.4,11.1,7.1
7A.30,2021-22,Full-time equivalent staff,All people,Criminal,All criminal courts,,Full-time equivalent staff per 1000 finalisations,All criminal staff,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,7,7.2,4.1,5,9.5,5.3,9.7,8,..,6.2
7A.30,2021-22,Full-time equivalent staff,All people,Criminal,Supreme,,Full-time equivalent staff per 1000 finalisations,All criminal staff,Supreme courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,188.3,221,25.2,101.4,210.3,60.1,109.7,56.3,..,77.8
7A.30,2021-22,Full-time equivalent staff,All people,Criminal,District/county,,Full-time equivalent staff per 1000 finalisations,All criminal staff,District/county courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,49.3,88.9,21.7,61,74.8,..,..,..,..,49.5
7A.30,2021-22,Full-time equivalent staff,All people,Criminal,Magistrates' (excl. children's),,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),rate,4.4,4.5,3,2.6,6.2,3.3,4.9,5.7,..,4
7A.30,2021-22,Full-time equivalent staff,All people,Criminal,Children's,,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Children's courts,,,Derived from State and territory court authorities and departments (unpublished),rate,7.1,5.5,4.1,3.6,4.6,3.6,16,4.1,..,5
7A.30,2021-22,Full-time equivalent staff,All people,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,Full-time equivalent staff per 1000 finalisations,All civil staff,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,7.3,9.5,5.8,8,8.8,7.2,16.9,8.6,..,8
7A.30,2021-22,Full-time equivalent staff,All people,Civil,Supreme,,Full-time equivalent staff per 1000 finalisations,All civil staff,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,42.4,61.1,29.1,65.7,50.8,39.4,67,60.3,..,48.6
7A.30,2021-22,Full-time equivalent staff,All people,Civil,District/county,,Full-time equivalent staff per 1000 finalisations,All civil staff,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,17.9,28.4,15,5.8,27.6,..,..,..,..,17.6
7A.30,2021-22,Full-time equivalent staff,All people,Civil,Magistrates' (excl. children's),,Full-time equivalent staff per 1000 finalisations,All civil staff,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,4.1,3.8,3.4,5.6,4,3.2,8.8,5.3,..,4.2
7A.30,2021-22,Full-time equivalent staff,All people,Civil,Children's,,Full-time equivalent staff per 1000 finalisations,All civil staff,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,6.9,17.2,3.7,4.3,14.2,5.2,17.3,10.5,..,9.5
7A.30,2021-22,Full-time equivalent staff,All people,Civil,Federal Court of Australia,,Full-time equivalent staff per 1000 finalisations,All civil staff,Federal Court of Australia,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,94.7,94.7
7A.30,2021-22,Full-time equivalent staff,All people,Civil,Family,,Full-time equivalent staff per 1000 finalisations,All civil staff,WA Family court,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,9.4,..,..,..,..,..,9.4
7A.30,2021-22,Full-time equivalent staff,All people,Civil,FCFCOA (Division 1) and FCFCOA (Division 2),,Full-time equivalent staff per 1000 finalisations,All civil staff,FCFCOA (Division 1) and FCFCOA (Division 2),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,na,na
7A.30,2021-22,Full-time equivalent staff,All people,Civil,Coroners',,Full-time equivalent staff per 1000 finalisations,All civil staff,Coroners' courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.4,16.5,11.9,13.1,9.6,10.3,30.8,25.7,..,11.5
7A.30,2021-22,Full-time equivalent staff,All people,Criminal and civil,All criminal and civil courts,,Full-time equivalent staff per 1000 finalisations,Total criminal and civil staff,All criminal and civil courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,7.1,8.3,4.7,6.6,9.3,6,12.5,8.5,na,na
7A.30,2020-21,Full-time equivalent staff,All people,Criminal,All criminal courts,,Full-time equivalent staff per 1000 finalisations,All criminal staff,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,5.9,8.2,3.5,5.2,8.3,5.3,11,7.1,..,5.7
7A.30,2020-21,Full-time equivalent staff,All people,Criminal,Supreme,,Full-time equivalent staff per 1000 finalisations,All criminal staff,Supreme courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,181.9,220.5,24.8,124.9,168,67,113.9,66.3,..,78.6
7A.30,2020-21,Full-time equivalent staff,All people,Criminal,District/county,,Full-time equivalent staff per 1000 finalisations,All criminal staff,District/county courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,38.1,91.8,22,59.4,75.4,..,..,..,..,44.5
7A.30,2020-21,Full-time equivalent staff,All people,Criminal,Magistrates' (excl. children's),,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),rate,4,5.4,2.5,2.8,5.4,3.3,5.5,4.7,..,3.7
7A.30,2020-21,Full-time equivalent staff,All people,Criminal,Children's,,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Children's courts,,,Derived from State and territory court authorities and departments (unpublished),rate,4.7,5.9,3.4,4.2,4.4,3.5,16.6,5.9,..,4.4
7A.30,2020-21,Full-time equivalent staff,All people,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,Full-time equivalent staff per 1000 finalisations,All civil staff,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,6,8.7,5.2,7.3,8.2,6.5,13.1,7.1,..,7
7A.30,2020-21,Full-time equivalent staff,All people,Civil,Supreme,,Full-time equivalent staff per 1000 finalisations,All civil staff,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,40,67,35.5,61.2,58.6,37.1,46.2,43.1,..,49.1
7A.30,2020-21,Full-time equivalent staff,All people,Civil,District/county,,Full-time equivalent staff per 1000 finalisations,All civil staff,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,17.5,27.8,13.6,5.9,31.9,..,..,..,..,17.6
7A.30,2020-21,Full-time equivalent staff,All people,Civil,Magistrates' (excl. children's),,Full-time equivalent staff per 1000 finalisations,All civil staff,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,3.4,3.4,3,4.9,3.5,2.9,8.2,4.5,..,3.6
7A.30,2020-21,Full-time equivalent staff,All people,Civil,Children's,,Full-time equivalent staff per 1000 finalisations,All civil staff,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.5,15,3.3,4.9,10.8,4.1,10.8,9.9,..,8
7A.30,2020-21,Full-time equivalent staff,All people,Civil,Federal Court of Australia,,Full-time equivalent staff per 1000 finalisations,All civil staff,Federal Court of Australia,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,99.5,99.5
